SER,SITE_ID,xingTYPE,xingTYPE,LOC,SiteID,TRANSECT,COND,TURBID,FINES,GRAVEL,COBBLE,BOULDER,sumROCK,meanROCK,WET_W,BANK_W,DEP_L,DEP_M,DEP_R,mean_DEPTH,VELO,TEMP,DO,pH,POOL,RIFF,RUN
142,ref_7,ref,ref,zdown,142refD,T4,272.9,3.61,15,45,30,10,85,28.33333333,1.14,3.74,0.11,0.16,0.03,0.1,0.078,9.2,8.81,8.03,45,25,30
142,ref_7,ref,ref,zdown,142refD,T5,NA,NA,20,30,10,40,80,26.66666667,1.29,4.28,0,0.03,0.03,0.02,NA,NA,NA,NA,50,20,30
142,ref_7,ref,ref,zdown,142refD,T6,269.4,3.78,40,30,20,10,60,20,3.11,2.1,0.14,0.2,0.16,0.167,0.041,9.2,8.99,8.03,25,50,20
143,ref_8,ref,ref,zdown,143refD,T0,179.8,5.62,50,25,20,5,50,16.66666667,1.8,2.31,0.09,0.12,0,0.07,0.81,8.6,12.3,8.91,NA,NA,NA
143,ref_8,ref,ref,zdown,143refD,T1,NA,NA,75,5,10,10,25,8.333333333,2.4,2.82,0,0.16,0.21,0.123,NA,NA,NA,NA,50,25,25
143,ref_8,ref,ref,zdown,143refD,T2,177.4,5.55,60,30,5,5,40,13.33333333,2.2,2.98,0.12,0.22,0.06,0.11,0.072,8.5,12.6,8.13,30,15,55
143,ref_8,ref,ref,zdown,143refD,T3,NA,NA,50,25,10,15,50,16.66666667,2.8,1.37,0.08,0.17,0.16,0.13,NA,NA,NA,NA,20,60,20
143,ref_8,ref,ref,zdown,143refD,T4,178.1,5.79,45,45,0,10,55,18.33333333,2.1,2.56,0.16,0.36,0,0.12,0.031,8.5,12,8.87,70,15,15
143,ref_8,ref,ref,zdown,143refD,T5,NA,NA,60,15,10,15,40,13.33333333,1.1,1.63,0.15,0.09,0.06,0.1,NA,NA,NA,NA,30,50,20
143,ref_8,ref,ref,zdown,143refD,T6,180.9,5.34,75,5,5,15,25,8.333333333,1.9,2.31,0,0.28,0.13,0.137,0.071,8.5,12.1,8.89,55,20,25
144,ref_9,ref,ref,zdown,144refD,T0,283.6,2.76,50,25,20,5,50,16.66666667,2.62,2.72,0.5,0.53,0.49,0.43,0.062,8.6,8.12,8.31,NA,NA,NA
144,ref_9,ref,ref,zdown,144refD,T1,NA,NA,50,15,25,10,50,16.66666667,2.52,2.98,0.38,0.41,0.34,0.377,NA,NA,NA,NA,30,30,40
144,ref_9,ref,ref,zdown,144refD,T2,285.1,2.81,50,20,20,10,50,16.66666667,2.91,3.47,0.7,0.72,0.52,0.347,0.069,8.6,8.16,8.31,40,30,30
144,ref_9,ref,ref,zdown,144refD,T3,NA,NA,75,10,5,10,25,8.333333333,3.57,3.71,0.52,0.88,0.41,0.431,NA,NA,NA,NA,30,50,20
144,ref_9,ref,ref,zdown,144refD,T4,286.9,2.79,40,20,20,20,60,20,2.23,2.23,0.41,0.56,0.23,0.4,0.072,8.6,8.21,8.32,55,25,20
144,ref_9,ref,ref,zdown,144refD,T5,NA,NA,50,20,20,10,50,16.66666667,3.16,3.16,0.13,0.21,0.16,0.167,NA,NA,NA,NA,25,15,60
144,ref_9,ref,ref,zdown,144refD,T6,284.3,2.55,40,10,30,20,60,20,2.13,2.37,0.72,0.93,0.8,0.48,0.053,8.6,8.39,8.21,75,5,20
145,ref_10,ref,ref,zdown,145refD,T0,196.2,3.62,35,15,25,25,65,21.66666667,1.96,6.56,0.16,0.21,0,0.123,0.053,9.6,8.42,8.31,NA,NA,NA
145,ref_10,ref,ref,zdown,145refD,T1,NA,NA,30,20,30,20,70,23.33333333,2.21,6.15,0.19,0.22,0,0.137,NA,NA,NA,NA,40,20,40
145,ref_10,ref,ref,zdown,145refD,T2,197.3,3.53,40,15,30,15,60,20,2.6,5.92,0.07,0.19,0.13,0.13,0.042,9.6,8.52,8.32,45,25,30
145,ref_10,ref,ref,zdown,145refD,T3,NA,NA,30,25,25,20,70,23.33333333,3.04,10.58,0.11,0.16,0,0.09,NA,NA,NA,NA,25,35,40
145,ref_10,ref,ref,zdown,145refD,T4,199.1,3.5,40,20,35,5,60,20,0.92,7.22,0.13,0.23,0.06,0.14,0.049,9.6,8.45,8.39,30,30,40
145,ref_10,ref,ref,zdown,145refD,T5,NA,NA,35,15,30,20,65,21.66666667,1.81,7.81,0,0.21,0.08,0.097,NA,NA,NA,NA,40,30,30
145,ref_10,ref,ref,zdown,145refD,T6,185.3,3.43,45,20,25,10,55,18.33333333,1.62,7.42,0.12,0.1,0.08,0.1,0.038,9.3,8.41,8.37,35,25,40
146,ref_11,ref,ref,zdown,146refD,T0,253.9,3.92,30,25,40,5,70,23.33333333,2.21,2.21,0.31,0.51,0.43,0.21,0.072,9.2,8.51,8.75,NA,NA,NA
146,ref_11,ref,ref,zdown,146refD,T1,NA,NA,40,30,30,0,60,20,2.11,2.16,0.64,0.82,0.61,0.53,NA,NA,NA,NA,25,40,35
146,ref_11,ref,ref,zdown,146refD,T2,255.4,3.63,35,20,35,10,65,21.66666667,1.93,1.93,0.32,0.61,0.52,0.31,0.063,9.3,8.49,8.76,40,30,30
146,ref_11,ref,ref,zdown,146refD,T3,NA,NA,40,10,30,20,60,20,1.69,1.69,0.13,0.33,0.31,0.257,NA,NA,NA,NA,25,45,30
146,ref_11,ref,ref,zdown,146refD,T4,256.34,3.67,35,30,25,10,65,21.66666667,2.17,2.17,0.06,0.21,0.13,0.133,0.051,9.3,8.31,8.71,50,15,35
146,ref_11,ref,ref,zdown,146refD,T5,NA,NA,50,10,30,10,50,16.66666667,1.8,1.82,0.21,0.51,0.46,0.36,NA,NA,NA,NA,20,40,40
146,ref_11,ref,ref,zdown,146refD,T6,254.3,3.84,40,25,20,15,60,20,2,2.21,0.04,0.14,0.18,0.12,0.059,9.3,8.32,8.77,20,50,30
